IMF_PC1,IMF_PC2,IMF_PC3,IMF_PC4,iso3
-3.758990171351864,-0.17015939656958087,-0.309808263549744,0.2600055646335691,AFG
-3.440281149783078,-0.18391084382237835,-0.2415424525780267,0.18054228040110487,AFG
-3.649363234965616,-0.17962281443698108,-0.291151655232793,0.4435733816529824,AFG
-3.75305111332772,-0.17379339877293276,-0.15261345229706405,0.3585571585331617,AFG
-3.6484081380370443,-0.1745981356693531,-0.3173284247789264,0.459295892494522,AFG
-3.5733664869454915,-0.181799955946978,-0.23625581275378915,0.3206099257468202,AFG
-3.4767174626846598,-0.1902557580421847,-0.23411192468713538,0.16397966184145185,AFG
-3.3997228642098563,-0.19906346375952824,0.03385852425878856,-0.15123557442800742,AFG
-3.2244361624385367,-0.2103387163018461,0.004297929406887777,-0.31314291996964955,AFG
-3.3347816497861285,-0.19508575535789882,-0.2604268279794981,0.054785464790495744,AFG
-3.13737615657961,-0.20353854575856725,-0.25032531147054127,0.005773541836344356,AFG
-3.0227818784708718,-0.2151933485629825,-0.38524499260827527,0.19288890325782507,AFG
-2.779550428124933,-0.22590371174941887,-0.35573741299245715,0.13461985397398965,AFG
-2.8998143479620087,-0.2274758393118975,-0.47892727803411167,0.36132501470477674,AFG
-2.7835665347648915,-0.23038540176632039,-0.6457870591523763,0.59708647080395,AFG
-2.807352613670421,-0.22402510660135555,-0.7262977226897456,0.45162004870245587,AFG
-3.035625840440806,-0.2123734073670802,-0.5490877814010827,0.4135033612826472,AFG
-2.991002065028225,-0.21468651722727483,-0.45126922349537363,0.22885191018217352,AFG
-2.913074372744555,-0.21942065185957377,-0.35145399590895243,0.11220430116500682,AFG
-2.8741080992057335,-0.23444112372590076,-0.35840367441765525,0.01721915233201281,AFG
-2.8703224743324918,-0.23017006629727857,-0.4246063788448307,-0.06874182549547361,AFG
-2.6641424803958387,-0.2402373740902116,-0.5112566279826067,-0.20635212195443398,AFG
-2.7797673688843307,-0.23148741374279497,-0.5441706941240061,0.11615928812756414,AFG
-2.7454135030782516,-0.23446232448227672,-0.5999118479800245,-0.1676517446093601,AFG
-2.6058279693256563,-0.23447312180922825,-0.41738185948311657,-0.2915259363214814,AFG
-2.5941544185985435,-0.22561762311621192,-0.4858128748293004,-0.2905050321919538,AFG
-2.6512969837207185,-0.25147857945335605,-0.5117182145493808,-0.42623464816943396,AFG
-2.6679607365437885,-0.2072810300050978,-0.5237569058571763,-0.45249225053472203,AFG
-2.5908029523436014,-0.24533715821205337,-0.4946083847985313,-0.23455023633289593,AFG
-2.518207142997696,-0.23894535290162638,-0.41744153821767094,-0.6108394007680807,AFG
-2.5009355319027358,-0.16567724471690978,-0.43497828367851615,-0.5505184457331992,AFG
-2.5979582504883636,-0.2218408953514918,-0.5332795956219828,-0.6491412433974453,AFG
-2.433396667328303,-0.25598878039836725,-0.39637236588440256,-0.5705426907785461,AFG
-2.3205692614669973,-0.25253328692541677,-0.449346568804893,-0.8522139927480983,AFG
-2.084606204272556,-0.2894375939507095,-0.22132473531874733,-0.3580176585672402,AFG
-1.7129500457949043,-0.27451493783342007,0.03935045132498116,-1.0590089714973543,AFG
-2.0202057566058977,-0.2887232823381782,0.2811868535352226,-1.0782915004145002,AFG
-2.0185475892405935,-0.286526314324141,0.3054983078886351,-1.0052503302278042,AFG
-2.064489650156147,-0.3000188740119479,0.1930257626896924,-0.952812086332495,AFG
-2.5145758042403696,-0.20711300379517877,0.21734068105416837,-0.6777272643943149,AFG
-2.832763131155084,-0.19862488009135212,0.48885108908961655,-0.7106371927730104,AFG
-2.7594835724724254,-0.2555895825094808,1.1386906654067714,-1.0380219730414106,AFG
-2.9783221551572625,-0.2526899740918589,1.341416924016846,-0.645675822137528,AFG
-2.737034963990897,-0.26955170815398755,1.2525940394074897,-1.0036074190641961,AFG
-2.6562248731222495,-0.2475754134248082,0.6525149792844762,-0.5023652532066025,AFG
-2.4081709635996495,-0.2659609661749659,0.27208174552699144,-0.354337632888176,AFG
-2.4531469351494986,-0.2677268595005274,0.1032052806369483,0.1444964381155177,AFG
-2.0225341416360227,-0.2695666422299021,0.15443666858824523,0.12639513530789928,AFG
-2.5138954765067867,-0.26749125141663443,0.14986279305137834,0.25311440887694864,AFG
-2.706562297812279,-0.244956924333061,0.17857626331362064,0.01564020006698543,AFG
-2.905791566348369,-0.22603718334173292,-0.07026449602515691,0.21542492842361333,AFG
-3.0807451715347898,-0.20979547558873343,0.0046562948368646115,0.21877674765346317,AFG
-3.345436644293722,-0.1853794614692314,0.04748105729931625,0.21852553713644077,AFG
-3.370243815666731,-0.17834020348341198,0.1455154722170873,0.12949087612155663,AFG
-3.626184593364046,-0.16379789010433046,-0.31515303779716713,0.5427205824471615,AFG
-3.635266382587208,-0.14510117242312812,-0.6444256504595273,0.5482137212319499,AFG
-3.487283372347298,-0.15756595313122174,-0.7245823304498015,0.6498304633894362,AFG
-3.798979092718561,-0.13551886540028085,-0.4977613234551734,0.5412261273864182,AFG
-3.9543545026042715,-0.13960728143397141,-0.3125864081352902,0.33266649884426974,AFG
-4.1105658604759014,-0.1326733575369606,-0.2424382579897269,0.13729679688408702,AFG
-4.310381981586634,-0.10792309525088686,-0.6312167268761666,0.11577695313200936,AFG
-4.488659208909281,-0.09140610850786471,-0.8134821449927638,0.4331004538653978,AFG
-4.5669195998646135,-0.039969393496832345,-0.870823800436321,0.4000006049920201,AFG
-4.642872836458939,-0.02121046572462704,-0.4732893393885073,0.3159196753029586,AFG
-4.7414163896523345,-0.05336238797002498,-0.4001193036200949,0.31683223596300153,AFG
-4.834650715915727,-0.037971586330941276,-0.4651782496997319,0.4308973436902476,AFG
-4.932171521744934,-0.04723902553449765,-0.6253697739702642,0.5789095957879048,AFG
-4.7193352558312505,-0.06217394058064649,-0.5075344182467926,0.5302796243126809,AFG
-4.97350805434579,-0.054934932120505424,-0.6325171630484151,0.5365229765361641,AFG
-5.074036076872257,-0.025606898072587873,-0.6481646279631452,0.4593137724460444,AFG
-5.142973158479728,-0.010560725291083612,-0.6007716116135607,0.4408016551015515,AFG
-5.011881229980042,-0.05180517573113854,-0.4289572570662636,0.12819738924110372,AFG
-5.144949506076299,-0.047328870242161834,-0.47175778798886936,0.3135558744617644,AFG
-5.371246906434397,-0.02382108883047049,-0.37203267792895944,0.41725229664951663,AFG
-5.155834854002729,-0.03938025123061792,-0.10680292803620495,0.1640157619899707,AFG
-4.962412098247342,-0.05591442493498446,-0.2824614434368634,0.2292014877561221,AFG
-4.881274945233975,-0.05497827443997668,-0.20953438278699602,0.23866781702760517,AFG
-4.870639403660093,-0.010433577832601282,-0.37784495758569664,0.2841020908185026,AFG
-4.959465139476399,-0.05259250478053345,-0.17788811579908612,0.03656503060553647,AFG
-4.999434446242554,-0.0562282899400083,-0.2194661300703762,0.16541119055185532,AFG
-4.865966054030542,-0.051656460424449595,-0.1794493919517028,-0.13070182220154866,AFG
-4.73633675177763,-0.07314196619884747,-0.1521699522494039,-0.16130743553130808,AFG
-4.738289961250659,-0.06962784786064546,-0.41932430582260843,-0.06333349299343245,AFG
-4.620077790834616,-0.09105982201311544,-0.3906092433489471,-0.1602616622124978,AFG
-4.695685447662799,-0.048196033830288136,-0.2987078758493737,-0.22677287892737147,AFG
-4.862825648011908,-0.07944255270943576,-0.5159875495229778,0.05980251352453343,AFG
-5.0642021202848255,-0.07273287475407272,-0.5647132798788762,0.2540226156647537,AFG
-4.93360001730503,-0.06985746095471099,-0.18564895611767487,-0.21496569203481397,AFG
-5.030543855294399,-0.06704458696428875,-0.15106557009448296,-0.14390437171638104,AFG
-4.969049415711629,-0.05771028314752124,0.04072373222314966,-0.4005798467300445,AFG
-5.122329480237826,-0.06468632240625655,0.6844527095973904,-0.48221606713360116,AFG
-5.053428257056793,-0.06318589787168771,0.8595130992752984,-0.6719607495507907,AFG
-5.114885231200398,-0.03498781532939127,0.36952674338832997,-0.4331454698093598,AFG
-5.272351637894998,0.0007171167227744808,0.5589772579004325,-0.43409111078499735,AFG
-5.341195300045426,-0.02208574308818118,0.5833324376283429,-0.5989278359859761,AFG
-5.335241917295422,-0.061051807867551135,0.3046613426806907,-0.4725734466433256,AFG
-5.310199728417144,-0.04520550522921529,0.22078325479092184,-0.6005879193586671,AFG
-5.288943122699253,-0.04219902384172869,-0.11330394139392784,-0.45506627966417057,AFG
-5.279590646339971,-0.044537677027001676,0.12133840480407831,-0.5119531264981048,AFG
-5.521090946291734,0.0506688411281101,0.09468595559099867,-0.34267937337702925,AFG
-5.775312000641491,0.5113489543508991,0.11056176833974299,-0.1647466002527257,AFG
-5.749135716643198,0.18860813212421493,0.14340046929136763,-0.28887398900979566,AFG
-5.798181607419042,0.225476387432352,0.112921236806614,-0.13662165553514732,AFG
-5.7364755968288925,0.044188044460159004,0.05530764107527228,-0.10073334594102229,AFG
-5.728225215610758,0.07749618226475065,0.13392965384591426,-0.10907572820929112,AFG
-5.668590201746232,0.003885905256789597,0.06906822136439227,0.10415646910844992,AFG
-5.7290442628894915,0.03704618748579769,0.22288597683188444,-0.03500856421604666,AFG
-5.707874159701875,-0.0017814397370507099,0.4222026312449882,-0.07917545875341364,AFG
-5.496973620199534,0.04544591345694249,0.39995589015804955,-0.024489677920224922,AFG
-5.05673074991667,0.018653207547545066,0.5036594702115772,-0.34443787306965107,AFG
-4.959945637170403,-0.03390564440554525,0.40985337131505656,-0.29162087318188906,AFG
-4.687716812290568,-0.06392721955376457,0.5745787024360385,-0.41481437798704646,AFG
-4.6760116310273805,-0.03303858658211764,0.8363184196694038,-0.6134169091674821,AFG
-4.791624922705996,0.07245827461116879,0.8132396636035081,-0.5630530783697159,AFG
-4.679455465530855,-0.0693620995270712,1.0246912861747774,-0.5759174834165538,AFG
-4.5688425989300185,-0.08904684594563289,1.3023111694377127,-0.5151907723951061,AFG
-4.480334788763391,-0.1307847023267728,1.6367898246748116,-0.7488940052357287,AFG
-4.766144821475168,-0.06586013247528735,0.9959525459628751,-0.34273733210583834,AFG
-4.725486659984426,0.0023945388836790604,0.944764091650062,-0.46425713254991424,AFG
-4.71121320339479,0.02295224432776149,1.2258459954259613,-0.6007003626673872,AFG
-4.695928452162978,-0.057203613505734656,1.5189229209253468,-0.7189939331689541,AFG
-4.722901989205255,0.05461819742425994,1.0859896002660454,-0.35416156831585516,AFG
-4.685947170519534,-0.09713938460757918,1.1969980213361369,-0.49454201300909345,AFG
-4.495718155753215,-0.1154706004630695,1.357322794743787,-0.3808844731849562,AFG
-4.264360690486174,-0.12933959198583864,1.3101469235089613,-0.4278961601394451,AFG
-4.065939278164729,-0.12651899895301436,1.0591997852307726,-0.43799788067410395,AFG
-3.9704692546105504,-0.15533601437516123,1.5252319840110882,-0.5845182590653898,AFG
-3.655038501050984,-0.17981758283058613,1.4709825643272298,-0.8517621426805442,AFG
-3.3464912870450214,-0.19757283758978944,1.5007435794106425,-1.001490621400878,AFG
-3.0391436811642483,-0.18708481096681204,1.4392018322086635,-1.0773418876703558,AFG
-3.018350613881591,-0.21438195825102577,1.4026864746568308,-1.3758623843640623,AFG
-2.7568425493431197,-0.21257749336661838,1.670219847027525,-1.7165771622160533,AFG
-2.860962826507881,-0.18287814016550846,1.7656261778806925,-1.6857452678066114,AFG
-2.9491319803395286,-0.21583880177967976,1.7959334124111699,-1.6330946823375299,AFG
-3.0487848456309363,-0.1498219058255108,1.6489474725634046,-1.456468415255045,AFG
-3.07756185766148,-0.1365972933942789,1.3827364652764496,-1.268749094452714,AFG
-3.2854078388131343,-0.06120013280674214,1.9593648345240002,-1.3717941461755334,AFG
-3.3095340306717245,-0.21838106257487586,1.9688386186652276,-1.1664097590449132,AFG
-3.4694993839186266,-0.1991198651211628,2.057509532206783,-1.0657017533180664,AFG
-3.26538588497874,-0.20875775190472615,1.9270898990778331,-1.1464296633436442,AFG
-3.1441368202334044,-0.20929507447428783,1.5911927675867876,-0.8897246610861256,AFG
-2.618211520416963,-0.2350647561087603,1.9225382459695248,-1.2377198468815358,AFG
-3.009111064217882,-0.21360684321068477,1.9899436859002537,-1.2291552819526717,AFG
-2.9430676589297184,-0.06627676683981854,1.766515133363146,-1.0045803037972505,AFG
-2.8336294875964727,-0.22110470597100398,1.6473173124974436,-1.0218072539515421,AFG
-2.9442390868220625,-0.18879739941200602,1.5980041807248175,-1.071169268772914,AFG
-2.761731844856475,-0.1792268330391864,2.1033985567717566,-1.4220672778442727,AFG
-2.7211734463173753,-0.25962680864298193,2.8124823936222856,-1.5286113597962343,AFG
-2.6539592884000025,-0.23780572462826352,2.9899907496633964,-1.6597388251614673,AFG
-2.888466302892002,-0.21656142371415266,2.197962201208433,-1.2513067336295518,AFG
-2.6006091428493177,-0.2784174707921349,2.731297125564941,-1.3976623460004947,AFG
-2.2521714766461396,-0.1879212170266924,1.5624058856175445,-0.8169343440913023,AFG
-1.838815581242142,-0.10581181485954264,1.1404285181430052,-0.5316854874156633,AFG
-1.9728184343936062,-0.18832879772008693,0.9873264850335228,-0.4703568373837749,AFG
-1.7549332833596298,-0.26533642994027024,0.9795739682610533,-0.8213453524534181,AFG
-1.3110965525671756,-0.2079874598145821,0.9769038378083067,-0.7690496324769996,AFG
-1.4914102445191681,-0.21802409239315235,1.1724787964258747,-0.87277339356594,AFG
-1.1786121067988342,-0.2831409748615642,1.219314431004617,-1.082362689217069,AFG
-1.2276274868700316,-0.26551515161382505,1.9722994279162194,-1.1234021539448737,AFG
-1.4476671702782444,-0.25293137323625553,1.4759531729645734,-0.8101951343706144,AFG
-1.216191329901589,-0.2826437805849647,1.6212022501382106,-0.8868429147423191,AFG
-0.9271710624285114,-0.2644125762782227,1.9005126020012781,-0.8918012906785038,AFG
-0.6029023226110514,-0.3520433008679764,1.8185078110059587,-0.8188493848005405,AFG
-0.7615946061816619,-0.2982233622142005,1.9085474343323565,-0.33721135947446407,AFG
-0.47713545131303253,-0.3242069453065094,2.277307672034367,-0.6258813719871339,AFG
-0.5492963429111207,-0.3317366690161834,1.9669257918170442,-0.25888267776828666,AFG
-0.35068858059321856,-0.3164074255499738,2.3276024794995434,-0.5280828183724915,AFG
-0.12003754044571466,-0.3261367407828498,2.5017889343928723,-0.748118830996574,AFG
0.1275316577607947,-0.3693602251294185,2.320062256680047,-0.49112212511918585,AFG
0.4230807033456601,-0.2999168168768508,2.0992563217544533,-0.20415078805150808,AFG
0.1057835259365121,-0.3742870166616886,1.845143130488547,0.06111000535324841,AFG
0.9266455400937655,-0.4285943171635444,1.6750141298101082,-0.9007795810611676,AFG
1.1845236568282096,-0.46615450020414345,1.8166588503775183,-0.8718136567652369,AFG
1.3384764138683845,-0.3857492186239158,1.9120823759275567,-1.2955145975458162,AFG
1.5345148012641974,-0.5114730933197614,1.8819282425194643,-1.3625921897659263,AFG
2.2668545694048006,-0.5109547880234181,1.751951670781926,-1.546601863280079,AFG
3.76678465643458,-0.6046706580317399,2.0935498269188226,-1.7278880906555494,AFG
4.239145855326499,-0.6440377180235652,2.4145203591056412,-1.4758113827509813,AFG
4.473702396677105,-0.6251318473971716,2.636238021819789,-1.0832708680094358,AFG
4.54375053806213,-0.6447325580306071,2.879810132937258,-1.6756030822137808,AFG
4.978050977444156,-0.7141223816833108,3.116801723279331,-2.1205761645716485,AFG
5.156207100586266,-0.7726982305386525,2.9023879807354205,-1.9950837242151886,AFG
3.9022254716290083,-0.5857093612616244,1.9805267776918174,-1.368691685123359,AFG
3.1067195596764825,-0.503459566895637,1.9501855053913342,-0.5167017053040674,AFG
0.9232607370684072,-0.40631577763662474,2.1197822920913367,0.363959311171355,AFG
-0.16196124993029348,-0.3114655489542182,2.2319059173012348,1.187745681635345,AFG
-0.6544369203990262,-0.3210270675501814,2.219640090699141,2.2426150895936763,AFG
0.2297619699343966,-0.32414813676866283,1.7629178638102512,2.1033736706470156,AFG
0.030220631003062187,-0.3059356976594944,1.5699862219222585,2.8342885720849242,AFG
-0.15800695199480003,-0.10821166491860187,1.4260210699689513,2.9007150331467284,AFG
0.36084283546392004,-0.04653358581182656,1.4779756057265072,2.798243403997945,AFG
1.1145488576685885,-0.3901367762707592,1.4523614250200687,2.513669760742251,AFG
1.3137288690175355,-0.362384007989676,1.5087003330634814,2.3653133449525523,AFG
1.0246341063683622,-0.36938088157897975,1.3309644944986696,2.9660575512779346,AFG
1.4174940493661603,-0.027251863518897388,1.0449067599828994,2.8711391141685323,AFG
1.468149877524906,-0.025936969380639444,0.5839931705868747,3.3253556291142248,AFG
1.703125584631355,0.07342754730474162,0.14050657639891972,2.1004000285526554,AFG
2.0992799006869154,-0.25484140023576507,-0.3177590796481526,1.4365904186376985,AFG
2.565253728514372,-0.2994461654233171,-0.3995746684200626,0.640662100302139,AFG
2.4977329843600384,-0.24803785547391569,0.17058565513462529,0.6533395026812056,AFG
2.0556246375601344,-0.39809640321637374,-0.04731521703819682,0.5640339167556367,AFG
2.149410240636187,-0.4268749317475033,-0.14145600992255494,0.5838289158478082,AFG
2.3704609707730264,-0.3553882199013624,-0.048019979651426604,0.5599590123411581,AFG
2.0357142180846886,-0.29671798909411634,0.3539504598378379,0.9971186147385704,AFG
1.851511802682298,-0.39901040523492554,0.8020107749180496,1.3271325331607908,AFG
2.246743027233163,-0.4679890572113834,0.6163646522203867,0.9541281215659868,AFG
3.1232704668852667,-0.4223658767201024,0.3979664126600521,1.0590778925885154,AFG
3.9518657054243937,-0.3284011500882032,-0.08697037179231792,0.8394601192113057,AFG
4.807835974598555,-0.5229288284974085,-0.21926642779467337,1.1024039547835904,AFG
5.283833734497909,-0.262881601038404,-0.13824459227684788,1.3118341143231882,AFG
6.401971720301545,-0.4575167360443054,-0.22323858637484922,0.7218887732957586,AFG
7.2540380766345285,-0.4402189809674872,-0.3158039982006509,0.34756990920593733,AFG
8.034080563299105,-0.7350952475228971,-0.5817232586245824,0.3230434589395566,AFG
7.89414511854333,-0.5839420917471435,-0.6178596183207631,0.27077810984374534,AFG
8.939052325644239,11.942243357728183,-0.146170222134659,-0.2140083411776135,AFG
7.462241330677635,-0.44369984460909345,-0.5384291603786797,-0.2615052015104255,AFG
8.108433970421173,11.92666037715398,-0.17763649280749758,-0.05479504591574459,AFG
7.829430999991737,-0.4539569497298258,-0.6970471524536843,0.6587026016595195,AFG
8.348842294073037,12.179386159001316,-0.05101697037164267,0.9441693962184114,AFG
7.19344696253791,-0.24912301429211806,-0.6132352362643364,1.4068931771747173,AFG
6.318110776333466,3.0936528038854125,-0.40779994328607183,1.4552023535284984,AFG
5.8996916668085735,-0.2415181063116543,-0.6504556057923314,1.193757500594484,AFG
5.163613052780517,-0.27901682511284726,-0.5227111171946233,1.4867389349799196,AFG
5.599789669212788,-0.45803534799479817,-0.6396473460707747,1.4823663107685932,AFG
6.627253432369851,12.302069018484138,-0.3477010547800458,1.5225509341095114,AFG
5.948506819870217,-0.1676927299857898,-1.0811218115551031,1.575354327108973,AFG
5.757473035358937,-0.4320333108613605,-0.949983356355979,1.9545598670456517,AFG
5.288561446367712,-0.34059333865338387,-1.0182080948582661,2.0221832905291435,AFG
4.841434826539377,-0.34797284204914425,-1.082956090312674,2.2401327868606384,AFG
5.875333777742761,-0.3734375375824613,-1.1574030756273552,1.6590664090929457,AFG
5.9530911530783825,-0.3949040887231736,-1.4263807169257612,1.490632386515996,AFG
6.2614089030870055,3.104891666053924,-1.4460684179621834,1.6181348165860399,AFG
5.776460505807396,-0.41842282701261246,-1.4673488706155093,1.6006292998002722,AFG
5.65798644731783,-0.27749768267504077,-1.335869434766338,1.5097879365869125,AFG
5.452665023530885,-0.2448143437943459,-1.3587605612296358,1.5797540514845898,AFG
5.40467873182264,-0.3339812959042878,-1.174804792841219,1.314447626315765,AFG
5.257687788193214,-0.19226510842894315,-1.022697691781517,1.2526112851175066,AFG
4.879595969176737,-0.27441356818289897,-0.805219283829553,1.1829014178832344,AFG
4.414127230108049,-0.4614027077440101,-0.5512634114046266,0.7165892351455151,AFG
4.60044302750112,-0.15669200745432565,-0.4832162246079862,0.08971639309483609,AFG
4.6820941941658845,-0.1711235156312182,-0.7062801806189725,-0.4223986643162202,AFG
4.157499243554113,-0.2300442721456198,-0.6468120200497067,0.23209215429201951,AFG
3.9649331459006882,-0.4997790437219545,-0.4434771518569627,0.43746413481650653,AFG
3.768083430950428,-0.41381028831262207,-0.33673145080822536,0.5436243953688638,AFG
3.663930368520492,-0.40674297831652123,-0.2471348711231738,0.45991389661560145,AFG
3.453613079602214,-0.3299807444426235,-0.08349455661064242,0.3759296354318889,AFG
3.5386758177338264,-0.2344286748817921,0.14577814317617072,0.18820944400347311,AFG
3.3686211201311123,-0.3637191280569216,0.27939825436689714,0.43469092087441524,AFG
4.004795494035818,-0.35924471952491693,0.3191001794189105,0.22378063219451289,AFG
4.59999496735735,-0.46737823502158177,0.286171829857391,-0.2609429372998365,AFG
4.576435857695154,-0.40677921356272395,0.361653006688153,-0.37608026103626735,AFG
4.46110975171017,-0.48659794704439047,0.48526821697672284,-0.26080059412515927,AFG
4.507855236090772,3.2173579566183235,0.554691162508917,-0.3113316655959895,AFG
4.185452889489847,-0.20519968751185833,0.3549516836698824,0.2097870179434047,AFG
3.8701069141976574,-0.2589296647312437,0.14597099236655256,0.5738899976075974,AFG
3.301111061164949,-0.1374364802072749,0.14875041732317335,0.6251635214804735,AFG
3.0332560852065873,-0.39314977818490987,0.10599891870710974,0.8764921106552893,AFG
2.8254047068024155,-0.3807502874422086,0.3467624772863975,0.6111438994107175,AFG
2.6265397047258983,-0.36580078386315623,0.49027806066590396,1.0053039655230167,AFG
2.240974747560595,-0.28377711514732595,0.23693774355106112,1.4679027745569233,AFG
2.0241659048200544,-0.27372968476883913,0.09057090550375162,1.774549266715903,AFG
1.7246779185495902,-0.21677380037692692,-0.02339475802248683,2.0051331484733397,AFG
1.7525396592383022,-0.1874808979045195,-0.07561142870377659,1.8349306045828866,AFG
1.9278637141741317,-0.3197446496494762,0.007832889596285947,1.9370837540994588,AFG
1.8392683622404244,-0.27299090097272355,-0.2547993027689992,2.294345318571643,AFG
1.9373847200926309,-0.24379875016207972,-0.503349936723066,2.4545627132268804,AFG
1.3000739394705352,-0.26562372482289065,-0.6344044957560372,2.6877457463484222,AFG
1.053874089592582,-0.14121452839580667,-0.8812278554720127,2.652493381363718,AFG
1.253055505410026,-0.2906752118334106,-1.1993327780409546,2.5390238814744355,AFG
0.7901484601530362,-0.02066335146705742,-1.2685773167865153,2.4627809013036908,AFG
0.5646595739705922,-0.22719792145885537,-1.5732780027732576,2.19803457611774,AFG
0.2987910716426559,-0.1323426647028936,-1.6046714295642013,1.6449736254080702,AFG
0.5188173731841401,-0.2473613706158515,-1.4908413146574222,1.6421219417788069,AFG
0.8122293758606016,-0.15083907043298764,-1.7409344197528618,1.3515796661628054,AFG
0.9472822151378646,-0.29852654235385534,-1.5498802770217315,1.3265300146356023,AFG
1.3909387473189223,0.16057572691145652,-1.550182938569775,1.3127252840409325,AFG
1.7790893653801563,-0.23857672404483135,-1.5488307309492264,1.286883690207985,AFG
1.693414795607624,-0.05657438119981425,-1.7885273765109497,1.5739734586216252,AFG
1.5312470578518742,-0.17060671697322394,-1.8655241829875389,1.2674572747480688,AFG
1.5909005675377093,-0.2907270627909022,-1.7315909928175566,1.1018067671729759,AFG
1.5022771513820399,-0.3552814188496342,-1.6855938678867697,1.0932264510449354,AFG
1.533844495693002,-0.3050760857119042,-1.6062425332169599,1.0871347607699755,AFG
1.3995464812910368,-0.31500209747906244,-1.4201366124927752,0.6526075858418872,AFG
1.8142014828761959,-0.2808364567360052,-1.7885585377847055,0.5102605253026524,AFG
1.9368926128125683,-0.22058779927885644,-1.9380600895136966,0.6612230472645456,AFG
1.5995087199005071,-0.3140730371035046,-1.6634066633064442,0.7324314483119915,AFG
1.5060387659542909,-0.2504002029251121,-1.3504023058929693,0.7161635348835863,AFG
1.7264431397087214,-0.3005599851742886,-1.142629353473273,0.5923101918483177,AFG
2.9059770572418064,19.775063627175786,-0.41737303078530796,0.4777509899490358,AFG
2.035560646553682,0.0075242834129316104,-1.2179660851340153,0.44794216838370277,AFG
1.677923153086918,-0.31471132836198723,-1.1745143356517016,0.6825394340373937,AFG
1.6528054941919892,-0.2750640575207358,-1.0709086310380542,0.8146981128499968,AFG
1.6641141442016423,-0.3280285324830244,-0.8740642995447649,0.7644841984700409,AFG
1.810193750063945,-0.12271222336461454,-0.9046402593299486,0.2966091355919339,AFG
1.6322978941832471,-0.31667095741663376,-0.8793895372027895,0.30296026345666976,AFG
2.231730584355163,-0.31224312719983804,-0.547634652506675,-0.028801078141635027,AFG
2.464927440187969,-0.29810034567216953,-0.7072966705016455,-0.01369992752071692,AFG
2.4570058287193435,-0.32905782026475267,-0.8104065865187917,-0.036586351864011,AFG
2.4420049882365054,-0.19027429214785194,-0.8231977075126915,-0.01986981424741029,AFG
2.610090187298112,-0.31300054160850804,-0.8026219906252271,-0.3669741685082701,AFG
2.4650703548531916,-0.36974392599246786,-0.7166328689624426,-0.6848733047839123,AFG
1.9360516319532577,-0.0022733795399608337,-0.6664386137693148,-0.6221653117694442,AFG
1.2243800905913935,-0.2846529387588466,-0.8633447807357885,-0.21513538893321738,AFG
1.0972385448604767,-0.1358706506080175,-0.8860354412321289,0.03820452263685122,AFG
